premium,is_available,category,title,rent_price_per_day,image_url,created_at,price,user_id,location,description,condition,quantity,updated_at,for_sale
FALSE,FALSE,Miscellaneous,Hair Washing Station – Heated for Client Comfort,0,https://pictures-kenya.jijistatic.com/75329167_MzAwLTQwMC01ZTBmOWU4M2Fk.webp,03/05/2025 22:49,29500,3,"Nairobi, Unknown",Upgrade your barber/salon with this premium ex-UK washing sink. Features a built-in water heater for...,Brand New,1,03/05/2025 22:49,1
TRUE,TRUE,Miscellaneous,Foldable Sauna Chair,0,https://pictures-kenya.jijistatic.com/23005776_MzAwLTMwMC04ZTE4Y2RlNzNh.webp,03/05/2025 22:49,2300,16,"Nairobi, Unknown","Completely portable, easily folds up for storage or traveling
setup is quick and easy, no tools...",Brand New,3,03/05/2025 22:49,1
FALSE,TRUE,Miscellaneous,Ex-Uk Salon Sink With Built-in Water Heater – Ready to Use,0,https://pictures-kenya.jijistatic.com/75329003_MzAwLTQwMC1jM2M2ODk5Njg1.webp,03/05/2025 22:49,29500,15,"Nairobi, Unknown","Imported high-quality salon sink from the UK, designed for comfort and efficiency. Comes complete...",Brand New,4,03/05/2025 22:49,1
TRUE,TRUE,Miscellaneous,Personal Folding Portable Chair,0,https://pictures-kenya.jijistatic.com/23006234_MzAwLTMwMC1jNTcxYmE0NzZm.webp,03/05/2025 22:49,2300,11,"Nairobi, Unknown","Completely portable, easily folds up for storage or traveling
setup is quick and easy, no tools...",Brand New,3,03/05/2025 22:49,1
TRUE,TRUE,Miscellaneous,Office Table: Mobile /Study Conference Table With Wheels,750,https://pictures-kenya.jijistatic.com/71366140_MzAwLTIyNS00ZDIzMGJmYmZh.webp,03/05/2025 22:49,22500,15,"Nairobi, Unknown",The Mobile/Study Conference Table with Wheels is a versatile and functional solution for dynamic...,Brand New,5,03/05/2025 22:49,0
FALSE,TRUE,Miscellaneous,Standing Desks: Business Height Adjustable Standing Desk,1066,https://pictures-kenya.jijistatic.com/74774784_MzAwLTMwMC1jMGY0YzYwOGMy.webp,03/05/2025 22:49,32000,9,"Nairobi, Unknown",The Business Height Adjustable Standing Desk is built for modern professionals who value flexibility...,Brand New,3,03/05/2025 22:49,0
TRUE,FALSE,Miscellaneous,Laptop Table,0,https://pictures-kenya.jijistatic.com/70551673_MzAwLTMwMC1kYTA5ZDlkN2Y1.webp,03/05/2025 22:49,5299,21,"Nairobi, Unknown","**Laptop Table** 
✓ Sturdy and safe! Comes with wheels hence can move around easily.
✓ Heavy duty...",Brand New,4,03/05/2025 22:49,1
TRUE,TRUE,Miscellaneous,Blue Laptop Table Rb51,0,https://pictures-kenya.jijistatic.com/74220868_MzAwLTI4NC04OTU1ZmE1YWYx.webp,03/05/2025 22:49,2100,4,"Nairobi, Unknown","Breakfast Table/Work Table/ Laptop Table RB51
-Material -MDF
-Measurements Width 40cms Length 60cms...",Brand New,2,03/05/2025 22:49,1
FALSE,TRUE,Miscellaneous,"Executive Desk: Functional Office Desk With Drawers, Ekintop",1816,https://pictures-kenya.jijistatic.com/75072075_MzAwLTMwMC05YmZmNjE0Nzg0.webp,03/05/2025 22:49,54500,4,"Nairobi, Unknown","Elevate your workspace with the Ekintop Executive Desk, a perfect blend of functionality and style....",Brand New,2,03/05/2025 22:49,0
TRUE,TRUE,Miscellaneous,Study Desks; Home /Office Desk 900mm With 02 Drawers,233,https://pictures-kenya.jijistatic.com/75372908_MzAwLTMwMC0xNTVlYzZiZmMx.webp,03/05/2025 22:49,7000,12,"Nairobi, Unknown",This 900mm home/office desk with 02 drawers offers a compact yet functional solution for work or...,Brand New,3,03/05/2025 22:49,0
FALSE,FALSE,Miscellaneous,Adjustable Laptop Desk,200,https://pictures-kenya.jijistatic.com/73946668_MzAwLTMyNS0yMmM5OTJjYmY4LTE.webp,03/05/2025 22:49,6000,23,"Nairobi, Unknown","Laptop Table 
 Sturdy and safe! Comes with wheels hence can move around easily.
 Heavy duty design...",Brand New,4,03/05/2025 22:49,0
FALSE,FALSE,Miscellaneous,"Office Desk: 1,4meters Executive Office Desk",0,https://pictures-kenya.jijistatic.com/74590789_MzAwLTMwMC1lMjRiY2ZjOWM3.webp,03/05/2025 22:49,24500,16,"Nairobi, Unknown","Spacious Work Surface: Offers enough space for a laptop, dual monitors, office essentials, and...",Brand New,1,03/05/2025 22:49,1
FALSE,FALSE,Miscellaneous,Office Desks; 1.2 Meters Imported Executive Mahogany Table,683,https://pictures-kenya.jijistatic.com/75201424_MzAwLTMwMC03OTEzMWJlNjZl.webp,03/05/2025 22:49,20500,8,"Nairobi, Unknown",Bring timeless style and professional functionality to your workspace with this 1.2-meter imported...,Brand New,5,03/05/2025 22:49,0
TRUE,FALSE,Miscellaneous,Adjustable Laptop Table Bigger With Lockable Wheels,183,https://pictures-kenya.jijistatic.com/54325121_MzAwLTMwMC03M2VlNDFhYzUy.webp,03/05/2025 22:49,5499,11,"Nairobi, Unknown","*Laptop Table* 
☆ Sturdy and safe! Comes with wheels hence can move around easily.
☆ Heavy duty...",Brand New,4,03/05/2025 22:49,0
TRUE,FALSE,Miscellaneous,Home Source Computer Desk PC Laptop Table,383,https://pictures-kenya.jijistatic.com/67085111_MzAwLTIwMC0xNWE4NzNkOWEw.webp,03/05/2025 22:49,11499,23,"Nairobi, Unknown","The Computer Desk PC Laptop Table is crafted with a compact footprint, making it ideal for small to...",Brand New,2,03/05/2025 22:49,0
FALSE,FALSE,Miscellaneous,Tables: 1200mm Executive Study Desk,0,https://pictures-kenya.jijistatic.com/75371151_MzAwLTMwMC03NmY2NzNiYjAw.webp,03/05/2025 22:49,18500,2,"Nairobi, Unknown",A 1200mm executive study desk is a compact and stylish solution for both home and office workspaces....,Brand New,1,03/05/2025 22:49,1
FALSE,TRUE,Miscellaneous,Adjustable Movable Laptop Desk,0,https://pictures-kenya.jijistatic.com/64164996_MzAwLTMwMC1iOTY5NWMyMjIx.webp,03/05/2025 22:49,6000,7,"Nairobi, Unknown",Adjustable movable laptop desk,Brand New,4,03/05/2025 22:49,1
TRUE,TRUE,Miscellaneous,"Height Adjustable, Portable Laptop Table",0,https://pictures-kenya.jijistatic.com/73491407_MzAwLTMwMC04YjkwOGYxZjNj.webp,03/05/2025 22:49,4999,5,"Nairobi, Unknown","- Good Quality 
- We do countrywide deliveries 
- We are located at royal palms mall (formerly...",Brand New,4,03/05/2025 22:49,1
TRUE,FALSE,Miscellaneous,Laptop Desk and Folding Table on the Bed With Fans,116,https://pictures-kenya.jijistatic.com/50525487_MzAwLTMwMC02MmZkYjE3N2E2.webp,03/05/2025 22:49,3500,18,"Nairobi, Unknown","Portable Laptop Desk and Folding Table on the bed with Fans and with a Drawer
✓Material : Wooden 
...",Brand New,2,03/05/2025 22:49,0
FALSE,TRUE,Miscellaneous,Office Desk : Modern Office Desk,0,https://pictures-kenya.jijistatic.com/75239653_MzAwLTMwMC1hY2E3ZmQxYWVl.webp,03/05/2025 22:49,18500,15,"Nairobi, Unknown","The Modern Office Desk is designed with simplicity, functionality, and style in mind—perfect for...",Brand New,1,03/05/2025 22:49,1
TRUE,FALSE,Miscellaneous,Office Desk: 1600mm Modern Luxury Executive Office Desk,1600,https://pictures-kenya.jijistatic.com/72467400_MzAwLTI0MS03NzI5ZTk5MGYz.webp,03/05/2025 22:49,48000,2,"Nairobi, Unknown","Key Features:
Generous Workspace: With a 1600mm width, it provides ample room for laptops,...",Brand New,1,03/05/2025 22:49,0
TRUE,FALSE,Miscellaneous,Office Desk : Home Office Height Adjustable Standing Desk,0,https://pictures-kenya.jijistatic.com/75062656_MzAwLTMwMC1hMDI2YTE1NGFm.webp,03/05/2025 22:49,32000,12,"Nairobi, Unknown",Boost your productivity and improve your posture with the Home Office Height Adjustable Standing...,Brand New,3,03/05/2025 22:49,1
FALSE,FALSE,Miscellaneous,Office Desks: 1200mm Brown Executive Desk,0,https://pictures-kenya.jijistatic.com/74913212_MzAwLTMwMC05NTAzYTkzNTll.webp,03/05/2025 22:49,24500,18,"Nairobi, Unknown","The 1200MM Brown Executive Desk combines sophistication and functionality, making it an excellent...",Brand New,5,03/05/2025 22:49,1
FALSE,FALSE,Miscellaneous,Standing Desks: Modern 1.2m Home Computer Desk,0,https://pictures-kenya.jijistatic.com/75171250_MzAwLTMwMC04MjU5YWM5ZTNm.webp,03/05/2025 22:49,18500,23,"Nairobi, Unknown","This modern 1.2m home computer desk combines functionality with sleek design, perfect for any home...",Brand New,1,03/05/2025 22:49,1
TRUE,FALSE,Screens,Subaru Door Floor Laser Logo Projector Lights,0,https://pictures-kenya.jijistatic.com/71514032_MzAwLTQwMC1lOWI4ZWNmZTkx.webp,03/05/2025 22:49,1500,11,"Nairobi, Unknown","_Within cbd its free delivery 
-Shop at accra rd near modern coast office
-Call079*********",Brand New,2,03/05/2025 22:49,1
TRUE,TRUE,Screens,Mini Led Usb Double Star Sky Car Interior Lamp Usb Lights,0,https://pictures-kenya.jijistatic.com/27709719_MzAwLTMwMC1iNjUzOWMyMzcw.webp,03/05/2025 22:49,1000,19,"Nairobi, Unknown","Description:
double color star light
lossless installation, plug and play 
create a romantic...",Brand New,2,03/05/2025 22:49,1
TRUE,FALSE,Screens,Solar Security Torch Powerbank Flashlight,116,https://pictures-kenya.jijistatic.com/69130623_MzAwLTQwMC1mOTdhZDZmMDhh.webp,03/05/2025 22:49,3500,9,"Nairobi, Unknown","- **Dual Charging Options**: Solar-powered and Type-C charging port.
- **Double Control Switch**:...",Used,3,03/05/2025 22:49,0
TRUE,TRUE,Screens,CR2430 3V Button Battery,100,https://pictures-kenya.jijistatic.com/39693554_MzAwLTMwMC1jZTcwYWUyYjEwLTE.webp,03/05/2025 22:49,3000,3,"Nairobi, Unknown","100% brand new !
Provide excellent continuous power.
Can be used withtoys, calculators, laser...",Used,1,03/05/2025 22:49,0
TRUE,FALSE,Screens,Laser Lights,50,https://pictures-kenya.jijistatic.com/62197902_MzAwLTM5OS01MGE0M2RlYzE4.webp,03/05/2025 22:49,1500,7,"Nairobi, Unknown",They are used in communications and in carrying TV and internet signals.,Used,2,03/05/2025 22:49,0
TRUE,TRUE,Screens,Latest Dual Laser Fog Lights,0,https://pictures-kenya.jijistatic.com/70713312_MzAwLTMwMC05NWFkOGUyMjFk.webp,03/05/2025 22:49,18999,20,"Nairobi, Unknown","JBiled fog lights
Waterproof ip68
Dual laser
300000lm
110w
6000k",Brand New,4,03/05/2025 22:49,1
FALSE,TRUE,Screens,Multi Laser Stage Light,0,https://pictures-kenya.jijistatic.com/38807388_MzAwLTI2Ny05ZTcwNWJjYTE3.webp,03/05/2025 22:49,12000,21,"Nairobi, Unknown","Has a laser light,gobo,strobe and butterfly lightings",Used,2,03/05/2025 22:49,1
TRUE,TRUE,Screens,Laser Lights,50,https://pictures-kenya.jijistatic.com/62199689_MzAwLTM5OS05OWY2ODhmZmRj.webp,03/05/2025 22:49,1500,16,"Nairobi, Unknown",Laser lights are used to communications and in carrying TV and internet signals.,Used,3,03/05/2025 22:49,0
TRUE,TRUE,Screens,Lithium Battery 3V Coin Cell CR1216- 5pcs,0,https://pictures-kenya.jijistatic.com/28695778_MzAwLTMwMC1jMWIwNTg5MzAzLTE.webp,03/05/2025 22:49,1000,7,"Nairobi, Unknown","Battery Type: Coin Battery
Battery Model: Lithium 3V Coin Battery
Provide excellent continuous...",Used,1,03/05/2025 22:49,1
TRUE,TRUE,Screens,Arm Bee Eye Laser Strobe Led Moving Head Light 150watts,0,https://pictures-kenya.jijistatic.com/62625765_MzAwLTIyNS05NjcyNWI1ZmExLTE.webp,03/05/2025 22:49,25000,12,"Nairobi, Unknown",New style 150w six arm bee eye laser strobe led moving head lightdmx control for stage party ktv...,Used,5,03/05/2025 22:49,1
TRUE,FALSE,Screens,Triple Laser Biled Fog Lights Dim /Full Beam,499,https://pictures-kenya.jijistatic.com/75133783_MzAwLTUzMy1jNTFhMzY4NjBh.webp,03/05/2025 22:49,14999,9,"Nairobi, Unknown","Car Model:universal
Power:140W/PCS
Light Color:white",Brand New,3,03/05/2025 22:49,0
TRUE,TRUE,Screens,New 3 Color Biled Fog Lights,0,https://pictures-kenya.jijistatic.com/75017104_MzAwLTE2OS0zYjdjMmVjYzQ0.webp,03/05/2025 22:49,14999,8,"Nairobi, Unknown","Biled fog lights
Waterproof ip68
3 color
Dual laser
300000lm
110w
6000k",Brand New,3,03/05/2025 22:49,1
TRUE,FALSE,Screens,Li-Ion 18650 Rechargeable Battery 3800mah 3.7V,39,https://pictures-kenya.jijistatic.com/68805796_MzAwLTMwMC04OTQ4N2E4OWE3LTE.webp,03/05/2025 22:49,1197,21,"Nairobi, Unknown","Product details
An 18650 battery is a lithium-ion battery. The name derives from the battery's...",Brand New,3,03/05/2025 22:49,0
FALSE,FALSE,Screens,Logitech R500 Wireless Presenter Pointer Original,0,https://pictures-kenya.jijistatic.com/65204208_MzAwLTMwMC1iOTBjM2NjYmE2.webp,03/05/2025 22:49,4800,15,"Nairobi, Unknown","Class: 2 laser
max output: less than 1 mw
wave length: 640-660 nm (red light)
battery
battery: 12...",Used,5,03/05/2025 22:49,1
TRUE,TRUE,Screens,Toyota Hiace 7l Bi-Led Projectors,0,https://pictures-kenya.jijistatic.com/70894861_MzAwLTY2OC1kODRiZmI5ZThi.webp,03/05/2025 22:49,20000,9,"Nairobi, Unknown","JBiled fog lights
Waterproof ip68
Dual laser
300000lm
110w
6000k",Brand New,1,03/05/2025 22:49,1
TRUE,TRUE,Screens,Full Colour Rg 734 1.5 Watts Laser Light,1500,https://pictures-kenya.jijistatic.com/41957651_MzAwLTQwMC0yZTFkY2Y2ODM5.webp,03/05/2025 22:49,45000,13,"Nairobi, Unknown",Full colour rg 734 1.5 watts laser light,Used,4,03/05/2025 22:49,0
TRUE,FALSE,Screens,*Powerology* 4000mah Rechargeable LED Flash Light,0,https://pictures-kenya.jijistatic.com/71141039_MzAwLTM0My05ODQxZWQ1Yzc4.webp,03/05/2025 22:49,5499,6,"Nairobi, Unknown","-Working Temperature: -20°C to 50°C
-Brightness: 30-1000 Lumens
-Colour Temperature: 7000K
-USB...",Used,2,03/05/2025 22:49,1
TRUE,FALSE,Screens,LR44 TMI Alkaline Button Cell Battery AG13,0,https://pictures-kenya.jijistatic.com/39722169_MzAwLTMwMC0zMTQ2MDVlNGRhLTE.webp,03/05/2025 22:49,800,17,"Nairobi, Unknown","Primarily Used in thousands of Small Electronics. Such as: Watch, Calculators, Toys, Watch, Laser...",Used,4,03/05/2025 22:49,1
TRUE,TRUE,Screens,Ddecorating Laser Light Dynamic Projector Stage Lighting,51,https://pictures-kenya.jijistatic.com/71805740_MzAwLTUzMy0yMDFlODM3ZDlk.webp,03/05/2025 22:49,1550,22,"Nairobi, Unknown","""Transform any space into a vibrant party zone with the Mini Laser Stage Light! This compact and...",Used,1,03/05/2025 22:49,0
TRUE,FALSE,Screens,"CR2025, Primary Lithium Button Cell Battery 3V for Watch",26,https://pictures-kenya.jijistatic.com/39693830_MzAwLTMwMC05NDU4MzM5YTNkLTE.webp,03/05/2025 22:49,800,8,"Nairobi, Unknown","100% brand new ! Provide excellent continuous power. Can be used with toys, calculators, laser...",Used,5,03/05/2025 22:49,0
TRUE,TRUE,Screens,Tv Stand With Led Lights.,176,https://pictures-kenya.jijistatic.com/74037025_MzAwLTMyMi02ZmU2NDA2NTNk.webp,03/05/2025 22:49,5300,14,"Nairobi, Unknown",We are located at tea room Accra and Taveta road opposite embassavva stage ... london beaty 5th...,Brand New,1,03/05/2025 22:49,0
FALSE,TRUE,Screens,Night Club Lights Sound Activated,126,https://pictures-kenya.jijistatic.com/49706071_MzAwLTQwMC0yZDA5M2U2ODA2.webp,03/05/2025 22:49,3800,16,"Nairobi, Unknown","-- 12 LED beads are arranged compactly, and the color mixing effect is more uniform.
-- With high...",Used,4,03/05/2025 22:49,0
TRUE,TRUE,Screens,3heads Moving Head,1500,https://pictures-kenya.jijistatic.com/58905415_MzAwLTE2OS1mNzEwNWE2NWIw.webp,03/05/2025 22:49,45000,13,"Nairobi, Unknown",Holdlamp moving head dj lights 3 rotating moving head rgbw stage lighting dmx control 16 led...,Brand New,4,03/05/2025 22:49,0
TRUE,TRUE,Screens,400watts Double Charging Solar Panel Solar Streetlight,210,https://pictures-kenya.jijistatic.com/68118165_MzAwLTQwMC0xMTNkMDdhZGYz.webp,03/05/2025 22:49,6300,7,"Nairobi, Unknown","New 2024 Solar technology.
Double sided Solar panel for 100 percent charge.
Good quality and durable...",Brand New,2,03/05/2025 22:49,0
TRUE,FALSE,Screens,600 Leds Video Camera Light Bi-Color Temperature,216,https://pictures-kenya.jijistatic.com/56447849_MzAwLTQwMC1hZjNmNTcyYjc1LTE.webp,03/05/2025 22:49,6500,3,"Nairobi, Unknown","DUAL POWER SUPPLY: Each video light is equipped with two 4000 mA built-in batteries, providing up to...",Used,2,03/05/2025 22:49,0
TRUE,TRUE,Screens,Ambient Star Light LED Projector,0,https://pictures-kenya.jijistatic.com/54795717_MzAwLTIyNS0zOGU3MjJmMTll.webp,03/05/2025 22:49,1480,10,"Nairobi, Unknown","Multifunctional:Great style atmosphere and highlight focus starry lamp for decorating cars,...",Brand New,1,03/05/2025 22:49,1
TRUE,TRUE,Screens,CCTV Camera Looking 180W Solar Motion Sensor Floodlight,0,https://pictures-kenya.jijistatic.com/55622210_MzAwLTI0MC1mOTdhYzJjYTIz.webp,03/05/2025 22:49,800,10,"Nairobi, Unknown",- 2 in 1 Solar Light & Security Dummy Camera - Keep your home property safe and intruders away. With...,Brand New,1,03/05/2025 22:49,1
TRUE,TRUE,Screens,Fog Machine  2500 Watslts With LED Lights,0,https://pictures-kenya.jijistatic.com/73595255_MzAwLTE2OS1jMDk2YzQ2MDYw.webp,03/05/2025 22:49,31000,13,"Nairobi, Unknown",Fog Machine  2500 Watslts With LED Lights now available,Used,3,03/05/2025 22:49,1
TRUE,FALSE,Screens,Qquality LED Stage Light Tf8kj,183,https://pictures-kenya.jijistatic.com/72155859_MzAwLTMwMC0zZTI2OTZkYzUz.webp,03/05/2025 22:49,5500,16,"Nairobi, Unknown","【60 LED RGB Par lights】The 60 lamp beads emit light together, with high brightness and beautiful...",Used,1,03/05/2025 22:49,0
TRUE,FALSE,Screens,"Events Stage Lights, 36 Leds, 36 Watts.",85,https://pictures-kenya.jijistatic.com/63646775_MzAwLTQwMC1lYWYxMDcwZDY1.webp,03/05/2025 22:49,2570,22,"Nairobi, Unknown","Led stage lights , 36 watts stage lights, Dmx controlled and remote controlled",Used,3,03/05/2025 22:49,0
TRUE,TRUE,Screens,300watts JSOT SOLAR LIGHT Security Solar Floodlight,0,https://pictures-kenya.jijistatic.com/68656905_MzAwLTQwMC1kNTMxYjNmNDY2.webp,03/05/2025 22:49,6200,12,"Nairobi, Unknown","300watts solar floodlight.
Super bright Led light.
Suitable for outdoor security lighting.
Automatic...",Brand New,2,03/05/2025 22:49,1
TRUE,TRUE,Screens,NEW Multicolor Stage Lights,0,https://pictures-kenya.jijistatic.com/60467577_MzAwLTIyNS0zZTEyN2E0N2Zl.webp,03/05/2025 22:49,2510,2,"Nairobi, Unknown",Original model: ZQ-B262-YK New model: ZQ00130002 Power Consumption:72w Voltage: 110V-220V...,Used,1,03/05/2025 22:49,1
TRUE,FALSE,Screens,100watts Bright Dusk to Dawn Complete SOLAR FLOODLIGHT,0,https://pictures-kenya.jijistatic.com/70501994_MzAwLTMzMS0zNTNiOTEzMjU5.webp,03/05/2025 22:49,3800,10,"Nairobi, Unknown","Automatic light on at dark and off at day.
Super bright Led light.
Comes with an all weather solar...",Brand New,1,03/05/2025 22:49,1
TRUE,FALSE,Screens,180watts Fake Dummy Camera Solar Powered Floodlight,25,https://pictures-kenya.jijistatic.com/65021736_MzAwLTMwMC05NzdiZjdiYTU5.webp,03/05/2025 22:49,760,6,"Nairobi, Unknown",Outdoor Solar light with motion sensor modes. Looks like a realistic monitoring camera. Its a dummy...,Used,2,03/05/2025 22:49,0
TRUE,FALSE,Screens,Mini 200watts Solar Floodlight Super Bright Outdoor Light,0,https://pictures-kenya.jijistatic.com/67576887_MzAwLTQwMC1jOWE0YmExN2Ux.webp,03/05/2025 22:49,3200,6,"Nairobi, Unknown","New cclamp Solar mini floodlights.
They come complete with a solar panel, remote control and...",Brand New,2,03/05/2025 22:49,1
FALSE,FALSE,Screens,"Disco Light,Led Mini Par Light for Events",0,https://pictures-kenya.jijistatic.com/66319821_MzAwLTQwMC1kNDMxYjUwMjY2.webp,03/05/2025 22:49,2499,16,"Nairobi, Unknown",Good quality gobo stage lead lights,Used,2,03/05/2025 22:49,1
TRUE,FALSE,Screens,Beam 230 LED Lights,2000,https://pictures-kenya.jijistatic.com/51564946_MzAwLTQwMC0xZDczYTcyMDMw.webp,03/05/2025 22:49,60000,1,"Nairobi, Unknown",Beam 230 Stage Lights,Used,2,03/05/2025 22:49,0
TRUE,FALSE,Screens,Disco Stage Light Multi-Coloured,833,https://pictures-kenya.jijistatic.com/41569851_MzAwLTI1MC00NzM0Y2M5NjFiLTE.webp,03/05/2025 22:49,25000,5,"Nairobi, Unknown","Apart from using these lights as party lights, they can also be used as Diwali decoration LED...",Brand New,4,03/05/2025 22:49,0
TRUE,TRUE,Screens,Three Color Changing 100watts Solar Ceiling Lights,0,https://pictures-kenya.jijistatic.com/68838955_MzAwLTIyNS04ZDhiZDkxN2Ux.webp,03/05/2025 22:49,2500,20,"Nairobi, Unknown","100w Solar powered ceiling lights.
Indoor and outdoor lighting.
Comes complete with a solar panel,...",Brand New,3,03/05/2025 22:49,1
TRUE,FALSE,Screens,Solar Interaction Motion Sensor Unique Wall Light,0,https://pictures-kenya.jijistatic.com/56320073_MzAwLTQwMC01YTBlMWQwYWJm.webp,03/05/2025 22:49,950,4,"Nairobi, Unknown",Solar Wall Light Zero Electricity Bill: This LED solar wall light operates without batteries or...,Brand New,1,03/05/2025 22:49,1
TRUE,TRUE,Screens,Disco Stage Light Multi-Coloured With 36 Bulbs,0,https://pictures-kenya.jijistatic.com/60458514_MzAwLTQwMC0zNzNlYTBhNDRk.webp,03/05/2025 22:49,2580,19,"Nairobi, Unknown","Party lights, they can also be used as Diwali decoration LED lights. There are many different types...",Used,1,03/05/2025 22:49,1
TRUE,TRUE,Screens,Modern Entertainment Stand With Fireplace Lights Storage,0,https://pictures-kenya.jijistatic.com/73465929_MzAwLTEzMi0zMTVkNmNmODY3.webp,03/05/2025 22:49,24000,2,"Nairobi, Unknown","For sale: A sleek and modern 5-foot TV stand with a built-in electric fireplace, perfect for adding...",Brand New,5,03/05/2025 22:49,1
TRUE,FALSE,Screens,Wooden Executive Tv Stand Zh-02-2,0,https://pictures-kenya.jijistatic.com/74610114_MzAwLTQwMC1lOGFmZTJkOTUw.webp,03/05/2025 22:49,2700,19,"Nairobi, Unknown","Premium Materials: Made from high-quality wood, MDF, tempered glass, or a combination of materials...",Brand New,4,03/05/2025 22:49,1
TRUE,TRUE,Screens,Glass Cabinet+ Tv Stand All With Led Lights,866,https://pictures-kenya.jijistatic.com/52538915_MzAwLTIyNS1mMDc2ODI4Zjc2.webp,03/05/2025 22:49,26000,10,"Nairobi, Unknown","Modern glass cabinet+ Tv stand, all with led lights, cabinet with, glass shelves, bottom storage...",Brand New,3,03/05/2025 22:49,0
TRUE,TRUE,Screens,Tv Stand Tv Stand,0,https://pictures-kenya.jijistatic.com/63409944_MzAwLTQwMC02MWQyMzQyYmNi.webp,03/05/2025 22:49,8500,2,"Nairobi, Unknown","Led lighting, 
Strong, 
Pay on delivery",Brand New,3,03/05/2025 22:49,1
TRUE,TRUE,Screens,Led Lights Tv Stand With Electric Fireplace 2 Storage Doors,0,https://pictures-kenya.jijistatic.com/73465960_MzAwLTEzMi1mOGE0Y2QyNWZj.webp,03/05/2025 22:49,24000,9,"Nairobi, Unknown","For sale: A sleek and modern 5-foot TV stand with a built-in electric fireplace, perfect for adding...",Brand New,1,03/05/2025 22:49,1
TRUE,TRUE,Screens,Sleek Tv Stand White Plain With Led Lights,383,https://pictures-kenya.jijistatic.com/74893262_MzAwLTIyNS1iMDJiODkzY2Jj.webp,03/05/2025 22:49,11500,22,"Nairobi, Unknown",Elevate your living space with this sleek 5-foot white TV stand featuring built-in LED lighting. It...,Brand New,5,03/05/2025 22:49,0
TRUE,TRUE,Screens,Wooden Bedside Drawer,0,https://pictures-kenya.jijistatic.com/56588450_MzAwLTMwMC1jOGY2YWU1ZTU3.webp,03/05/2025 22:49,9800,23,"Nairobi, Unknown","New Stock:
Wooden Bedside Drawer /
 LED Lighting Glass Top
Dimension: (L50cm W40cm H45cm)",Brand New,1,03/05/2025 22:49,1
TRUE,FALSE,Screens,Tv Stand for Sale 5 Feet Long White Plain,383,https://pictures-kenya.jijistatic.com/74893400_MzAwLTIyNS03MjU4NDA2MmNi.webp,03/05/2025 22:49,11500,10,"Nairobi, Unknown",Elevate your living space with this sleek 5-foot white TV stand featuring built-in LED lighting. It...,Brand New,1,03/05/2025 22:49,0
TRUE,TRUE,Screens,Monochrome Coffee Table 2 Stools Glasstop Black+ Tv Stand,990,https://pictures-kenya.jijistatic.com/73466945_MzAwLTIyMS0wOGM5NWJiNTIz.webp,03/05/2025 22:49,29700,3,"Nairobi, Unknown","Upgrade your living room with this stylish furniture set, featuring a black and white glass-top...",Brand New,1,03/05/2025 22:49,0
TRUE,TRUE,Screens,"Istanbul 1 TV Stand: LED, Black White",233,https://pictures-kenya.jijistatic.com/73600296_MzAwLTI2MC1kM2Q5M2Y1ZDE2LTI.webp,03/05/2025 22:49,7000,17,"Nairobi, Unknown",The Istanbul 1 Modern TV Stand is a contemporary entertainment center designed to elevate your...,Brand New,4,03/05/2025 22:49,0
TRUE,TRUE,Screens,Wooden Executive Tv Stand,91,https://pictures-kenya.jijistatic.com/74610169_MzAwLTMxNS00NjY1YmVmNjdh.webp,03/05/2025 22:49,2750,8,"Nairobi, Unknown","Premium Materials: Made from high-quality wood, MDF, tempered glass, or a combination of materials...",Brand New,5,03/05/2025 22:49,0
TRUE,TRUE,Screens,Fireplace Media Stand 5 Feet,0,https://pictures-kenya.jijistatic.com/73466118_MzAwLTEzMy1jYjVmNTFlMjBl.webp,03/05/2025 22:49,24000,3,"Nairobi, Unknown","For sale: A sleek and modern 5-foot TV stand with a built-in electric fireplace, perfect for adding...",Brand New,5,03/05/2025 22:49,1
TRUE,TRUE,Screens,Executive Tv Stand Rb-58000b,110,https://pictures-kenya.jijistatic.com/74609807_MzAwLTI2NS0zODlmZTI1Mjcy.webp,03/05/2025 22:49,3300,19,"Nairobi, Unknown","Premium Materials: Made from high-quality wood, MDF, tempered glass, or a combination of materials...",Brand New,3,03/05/2025 22:49,0
FALSE,FALSE,Screens,Fashionable TV Stand With Filled LED Lighting,0,https://pictures-kenya.jijistatic.com/50356272_MzAwLTMwMC0zN2QxMTRiNDI5LTI.webp,03/05/2025 22:49,11280,8,"Nairobi, Unknown","Classy
fashionable
with filled led lighting
can support upto 50 inch size tv",Brand New,1,03/05/2025 22:49,1
TRUE,TRUE,Screens,Tv Stand With Led Lights Marble Top With Gold Belt,400,https://pictures-kenya.jijistatic.com/74300591_MzAwLTEzMi1iZjczZTY2OGFi.webp,03/05/2025 22:49,12000,6,"Nairobi, Unknown","TV Stand with LED Lights – 5ft
Upgrade your living space with this stylish TV stand featuring a...",Brand New,4,03/05/2025 22:49,0
TRUE,TRUE,Screens,Classic Tv Stand With an Led Light,766,https://pictures-kenya.jijistatic.com/74286634_MzAwLTMwMC05ZGYyZWJiOTgy.webp,03/05/2025 22:49,23000,3,"Nairobi, Unknown",Brand new tv stand with led lighting,Brand New,1,03/05/2025 22:49,0
