premium,is_available,category,title,rent_price_per_day,image_url,created_at,price,user_id,description,condition,quantity,updated_at,for_sale
FALSE,TRUE,Miscellaneous,Office Desk : Modern Office Desk,0,downloaded_images\75239653_MzAwLTMwMC1hY2E3ZmQxYWVl.webp,2025-06-12T00:09:37.351264,18500,15,"The Modern Office Desk is designed with simplicity, functionality, and style in mind—perfect for...",Brand New,1,2025-06-12T00:09:37.351264,1
TRUE,FALSE,Miscellaneous,Office Desk: 1600mm Modern Luxury Executive Office Desk,1600,downloaded_images\72467400_MzAwLTI0MS03NzI5ZTk5MGYz.webp,2025-06-12T00:09:37.533968,48000,2,"Key Features:
Generous Workspace: With a 1600mm width, it provides ample room for laptops,...",Brand New,1,2025-06-12T00:09:37.533968,0
TRUE,FALSE,Miscellaneous,Office Desk : Home Office Height Adjustable Standing Desk,0,downloaded_images\75062656_MzAwLTMwMC1hMDI2YTE1NGFm.webp,2025-06-12T00:09:37.714690,32000,12,Boost your productivity and improve your posture with the Home Office Height Adjustable Standing...,Brand New,3,2025-06-12T00:09:37.714690,1
FALSE,FALSE,Miscellaneous,Office Desks: 1200mm Brown Executive Desk,0,downloaded_images\74913212_MzAwLTMwMC05NTAzYTkzNTll.webp,2025-06-12T00:09:38.325458,24500,18,"The 1200MM Brown Executive Desk combines sophistication and functionality, making it an excellent...",Brand New,5,2025-06-12T00:09:38.325458,1
FALSE,FALSE,Miscellaneous,Standing Desks: Modern 1.2m Home Computer Desk,0,downloaded_images\75171250_MzAwLTMwMC04MjU5YWM5ZTNm.webp,2025-06-12T00:09:38.520790,18500,23,"This modern 1.2m home computer desk combines functionality with sleek design, perfect for any home...",Brand New,1,2025-06-12T00:09:38.520790,1
TRUE,FALSE,Screens,Subaru Door Floor Laser Logo Projector Lights,0,downloaded_images\71514032_MzAwLTQwMC1lOWI4ZWNmZTkx.webp,2025-06-12T00:09:38.703694,1500,11,"_Within cbd its free delivery 
-Shop at accra rd near modern coast office
-Call079*********",Brand New,2,2025-06-12T00:09:38.703694,1
TRUE,TRUE,Screens,Mini Led Usb Double Star Sky Car Interior Lamp Usb Lights,0,downloaded_images\27709719_MzAwLTMwMC1iNjUzOWMyMzcw.webp,2025-06-12T00:09:38.788494,1000,19,"Description:
double color star light
lossless installation, plug and play 
create a romantic...",Brand New,2,2025-06-12T00:09:38.788494,1
TRUE,FALSE,Screens,Solar Security Torch Powerbank Flashlight,116,downloaded_images\69130623_MzAwLTQwMC1mOTdhZDZmMDhh.webp,2025-06-12T00:09:38.968470,3500,9,"- **Dual Charging Options**: Solar-powered and Type-C charging port.
- **Double Control Switch**:...",Used,3,2025-06-12T00:09:38.968470,0
TRUE,TRUE,Screens,CR2430 3V Button Battery,100,downloaded_images\39693554_MzAwLTMwMC1jZTcwYWUyYjEwLTE.webp,2025-06-12T00:09:39.433099,3000,3,"100% brand new !
Provide excellent continuous power.
Can be used withtoys, calculators, laser...",Used,1,2025-06-12T00:09:39.433099,0
TRUE,FALSE,Screens,Laser Lights,50,downloaded_images\62197902_MzAwLTM5OS01MGE0M2RlYzE4.webp,2025-06-12T00:09:40.012290,1500,7,They are used in communications and in carrying TV and internet signals.,Used,2,2025-06-12T00:09:40.012290,0
TRUE,TRUE,Screens,Latest Dual Laser Fog Lights,0,downloaded_images\70713312_MzAwLTMwMC05NWFkOGUyMjFk.webp,2025-06-12T00:09:40.393970,18999,20,"JBiled fog lights
Waterproof ip68
Dual laser
300000lm
110w
6000k",Brand New,4,2025-06-12T00:09:40.393970,1
FALSE,TRUE,Screens,Multi Laser Stage Light,0,downloaded_images\38807388_MzAwLTI2Ny05ZTcwNWJjYTE3.webp,2025-06-12T00:09:40.869581,12000,21,"Has a laser light,gobo,strobe and butterfly lightings",Used,2,2025-06-12T00:09:40.869581,1
TRUE,TRUE,Screens,Laser Lights,50,downloaded_images\62199689_MzAwLTM5OS05OWY2ODhmZmRj.webp,2025-06-12T00:09:41.329385,1500,16,Laser lights are used to communications and in carrying TV and internet signals.,Used,3,2025-06-12T00:09:41.329385,0
TRUE,TRUE,Screens,Lithium Battery 3V Coin Cell CR1216- 5pcs,0,downloaded_images\28695778_MzAwLTMwMC1jMWIwNTg5MzAzLTE.webp,2025-06-12T00:09:41.431192,1000,7,"Battery Type: Coin Battery
Battery Model: Lithium 3V Coin Battery
Provide excellent continuous...",Used,1,2025-06-12T00:09:41.431192,1
TRUE,TRUE,Screens,Arm Bee Eye Laser Strobe Led Moving Head Light 150watts,0,downloaded_images\62625765_MzAwLTIyNS05NjcyNWI1ZmExLTE.webp,2025-06-12T00:09:41.505406,25000,12,New style 150w six arm bee eye laser strobe led moving head lightdmx control for stage party ktv...,Used,5,2025-06-12T00:09:41.505406,1
TRUE,FALSE,Screens,Triple Laser Biled Fog Lights Dim /Full Beam,499,downloaded_images\75133783_MzAwLTUzMy1jNTFhMzY4NjBh.webp,2025-06-12T00:09:41.572994,14999,9,"Car Model:universal
Power:140W/PCS
Light Color:white",Brand New,3,2025-06-12T00:09:41.572994,0
TRUE,TRUE,Screens,New 3 Color Biled Fog Lights,0,downloaded_images\75017104_MzAwLTE2OS0zYjdjMmVjYzQ0.webp,2025-06-12T00:09:41.767559,14999,8,"Biled fog lights
Waterproof ip68
3 color
Dual laser
300000lm
110w
6000k",Brand New,3,2025-06-12T00:09:41.767559,1
TRUE,FALSE,Screens,Li-Ion 18650 Rechargeable Battery 3800mah 3.7V,39,downloaded_images\68805796_MzAwLTMwMC04OTQ4N2E4OWE3LTE.webp,2025-06-12T00:09:41.958846,1197,21,"Product details
An 18650 battery is a lithium-ion battery. The name derives from the battery's...",Brand New,3,2025-06-12T00:09:41.958846,0
FALSE,FALSE,Screens,Logitech R500 Wireless Presenter Pointer Original,0,downloaded_images\65204208_MzAwLTMwMC1iOTBjM2NjYmE2.webp,2025-06-12T00:09:42.563101,4800,15,"Class: 2 laser
max output: less than 1 mw
wave length: 640-660 nm (red light)
battery
battery: 12...",Used,5,2025-06-12T00:09:42.563101,1
TRUE,TRUE,Screens,Toyota Hiace 7l Bi-Led Projectors,0,downloaded_images\70894861_MzAwLTY2OC1kODRiZmI5ZThi.webp,2025-06-12T00:09:43.319947,20000,9,"JBiled fog lights
Waterproof ip68
Dual laser
300000lm
110w
6000k",Brand New,1,2025-06-12T00:09:43.319947,1
TRUE,TRUE,Screens,Full Colour Rg 734 1.5 Watts Laser Light,1500,downloaded_images\41957651_MzAwLTQwMC0yZTFkY2Y2ODM5.webp,2025-06-12T00:09:43.403475,45000,13,Full colour rg 734 1.5 watts laser light,Used,4,2025-06-12T00:09:43.403475,0
TRUE,FALSE,Screens,*Powerology* 4000mah Rechargeable LED Flash Light,0,downloaded_images\71141039_MzAwLTM0My05ODQxZWQ1Yzc4.webp,2025-06-12T00:09:43.818483,5499,6,"-Working Temperature: -20°C to 50°C
-Brightness: 30-1000 Lumens
-Colour Temperature: 7000K
-USB...",Used,2,2025-06-12T00:09:43.818483,1
TRUE,FALSE,Screens,LR44 TMI Alkaline Button Cell Battery AG13,0,downloaded_images\39722169_MzAwLTMwMC0zMTQ2MDVlNGRhLTE.webp,2025-06-12T00:09:44.415743,800,17,"Primarily Used in thousands of Small Electronics. Such as: Watch, Calculators, Toys, Watch, Laser...",Used,4,2025-06-12T00:09:44.415743,1
TRUE,TRUE,Screens,Ddecorating Laser Light Dynamic Projector Stage Lighting,51,downloaded_images\71805740_MzAwLTUzMy0yMDFlODM3ZDlk.webp,2025-06-12T00:09:44.494132,1550,22,"""Transform any space into a vibrant party zone with the Mini Laser Stage Light! This compact and...",Used,1,2025-06-12T00:09:44.494132,0
TRUE,FALSE,Screens,"CR2025, Primary Lithium Button Cell Battery 3V for Watch",26,downloaded_images\39693830_MzAwLTMwMC05NDU4MzM5YTNkLTE.webp,2025-06-12T00:09:44.739285,800,8,"100% brand new ! Provide excellent continuous power. Can be used with toys, calculators, laser...",Used,5,2025-06-12T00:09:44.739285,0
TRUE,TRUE,Screens,Tv Stand With Led Lights.,176,downloaded_images\74037025_MzAwLTMyMi02ZmU2NDA2NTNk.webp,2025-06-12T00:09:44.803656,5300,14,We are located at tea room Accra and Taveta road opposite embassavva stage ... london beaty 5th...,Brand New,1,2025-06-12T00:09:44.803656,0
FALSE,TRUE,Screens,Night Club Lights Sound Activated,126,downloaded_images\49706071_MzAwLTQwMC0yZDA5M2U2ODA2.webp,2025-06-12T00:09:44.870875,3800,16,"-- 12 LED beads are arranged compactly, and the color mixing effect is more uniform.
-- With high...",Used,4,2025-06-12T00:09:44.870875,0
TRUE,TRUE,Screens,3heads Moving Head,1500,downloaded_images\58905415_MzAwLTE2OS1mNzEwNWE2NWIw.webp,2025-06-12T00:09:44.939591,45000,13,Holdlamp moving head dj lights 3 rotating moving head rgbw stage lighting dmx control 16 led...,Brand New,4,2025-06-12T00:09:44.939591,0
TRUE,TRUE,Screens,400watts Double Charging Solar Panel Solar Streetlight,210,downloaded_images\68118165_MzAwLTQwMC0xMTNkMDdhZGYz.webp,2025-06-12T00:09:45.018781,6300,7,"New 2024 Solar technology.
Double sided Solar panel for 100 percent charge.
Good quality and durable...",Brand New,2,2025-06-12T00:09:45.018781,0
TRUE,FALSE,Screens,600 Leds Video Camera Light Bi-Color Temperature,216,downloaded_images\56447849_MzAwLTQwMC1hZjNmNTcyYjc1LTE.webp,2025-06-12T00:09:45.189100,6500,3,"DUAL POWER SUPPLY: Each video light is equipped with two 4000 mA built-in batteries, providing up to...",Used,2,2025-06-12T00:09:45.189100,0
TRUE,TRUE,Screens,Ambient Star Light LED Projector,0,downloaded_images\54795717_MzAwLTIyNS0zOGU3MjJmMTll.webp,2025-06-12T00:09:45.637205,1480,10,"Multifunctional:Great style atmosphere and highlight focus starry lamp for decorating cars,...",Brand New,1,2025-06-12T00:09:45.637205,1
TRUE,TRUE,Screens,CCTV Camera Looking 180W Solar Motion Sensor Floodlight,0,downloaded_images\55622210_MzAwLTI0MC1mOTdhYzJjYTIz.webp,2025-06-12T00:09:45.821573,800,10,- 2 in 1 Solar Light & Security Dummy Camera - Keep your home property safe and intruders away. With...,Brand New,1,2025-06-12T00:09:45.821573,1
TRUE,TRUE,Screens,Fog Machine  2500 Watslts With LED Lights,0,downloaded_images\73595255_MzAwLTE2OS1jMDk2YzQ2MDYw.webp,2025-06-12T00:09:45.890182,31000,13,Fog Machine  2500 Watslts With LED Lights now available,Used,3,2025-06-12T00:09:45.890182,1
TRUE,FALSE,Screens,Qquality LED Stage Light Tf8kj,183,downloaded_images\72155859_MzAwLTMwMC0zZTI2OTZkYzUz.webp,2025-06-12T00:09:46.338747,5500,16,"【60 LED RGB Par lights】The 60 lamp beads emit light together, with high brightness and beautiful...",Used,1,2025-06-12T00:09:46.338747,0
TRUE,FALSE,Screens,"Events Stage Lights, 36 Leds, 36 Watts.",85,downloaded_images\63646775_MzAwLTQwMC1lYWYxMDcwZDY1.webp,2025-06-12T00:09:46.767689,2570,22,"Led stage lights , 36 watts stage lights, Dmx controlled and remote controlled",Used,3,2025-06-12T00:09:46.767689,0
TRUE,TRUE,Screens,300watts JSOT SOLAR LIGHT Security Solar Floodlight,0,downloaded_images\68656905_MzAwLTQwMC1kNTMxYjNmNDY2.webp,2025-06-12T00:09:46.830733,6200,12,"300watts solar floodlight.
Super bright Led light.
Suitable for outdoor security lighting.
Automatic...",Brand New,2,2025-06-12T00:09:46.830733,1
TRUE,TRUE,Screens,NEW Multicolor Stage Lights,0,downloaded_images\60467577_MzAwLTIyNS0zZTEyN2E0N2Zl.webp,2025-06-12T00:09:47.035687,2510,2,Original model: ZQ-B262-YK New model: ZQ00130002 Power Consumption:72w Voltage: 110V-220V...,Used,1,2025-06-12T00:09:47.035687,1
TRUE,FALSE,Screens,100watts Bright Dusk to Dawn Complete SOLAR FLOODLIGHT,0,downloaded_images\70501994_MzAwLTMzMS0zNTNiOTEzMjU5.webp,2025-06-12T00:09:47.222850,3800,10,"Automatic light on at dark and off at day.
Super bright Led light.
Comes with an all weather solar...",Brand New,1,2025-06-12T00:09:47.222850,1
TRUE,FALSE,Screens,180watts Fake Dummy Camera Solar Powered Floodlight,25,downloaded_images\65021736_MzAwLTMwMC05NzdiZjdiYTU5.webp,2025-06-12T00:09:47.411460,760,6,Outdoor Solar light with motion sensor modes. Looks like a realistic monitoring camera. Its a dummy...,Used,2,2025-06-12T00:09:47.411460,0
TRUE,FALSE,Screens,Mini 200watts Solar Floodlight Super Bright Outdoor Light,0,downloaded_images\67576887_MzAwLTQwMC1jOWE0YmExN2Ux.webp,2025-06-12T00:09:48.008949,3200,6,"New cclamp Solar mini floodlights.
They come complete with a solar panel, remote control and...",Brand New,2,2025-06-12T00:09:48.008949,1
FALSE,FALSE,Screens,"Disco Light,Led Mini Par Light for Events",0,downloaded_images\66319821_MzAwLTQwMC1kNDMxYjUwMjY2.webp,2025-06-12T00:09:48.478571,2499,16,Good quality gobo stage lead lights,Used,2,2025-06-12T00:09:48.478571,1
TRUE,FALSE,Screens,Beam 230 LED Lights,2000,downloaded_images\51564946_MzAwLTQwMC0xZDczYTcyMDMw.webp,2025-06-12T00:09:48.676953,60000,1,Beam 230 Stage Lights,Used,2,2025-06-12T00:09:48.676953,0
TRUE,FALSE,Screens,Disco Stage Light Multi-Coloured,833,downloaded_images\41569851_MzAwLTI1MC00NzM0Y2M5NjFiLTE.webp,2025-06-12T00:09:48.871833,25000,5,"Apart from using these lights as party lights, they can also be used as Diwali decoration LED...",Brand New,4,2025-06-12T00:09:48.871833,0
TRUE,TRUE,Screens,Three Color Changing 100watts Solar Ceiling Lights,0,downloaded_images\68838955_MzAwLTIyNS04ZDhiZDkxN2Ux.webp,2025-06-12T00:09:48.935413,2500,20,"100w Solar powered ceiling lights.
Indoor and outdoor lighting.
Comes complete with a solar panel,...",Brand New,3,2025-06-12T00:09:48.935413,1
TRUE,FALSE,Screens,Solar Interaction Motion Sensor Unique Wall Light,0,downloaded_images\56320073_MzAwLTQwMC01YTBlMWQwYWJm.webp,2025-06-12T00:09:49.143053,950,4,Solar Wall Light Zero Electricity Bill: This LED solar wall light operates without batteries or...,Brand New,1,2025-06-12T00:09:49.143053,1
TRUE,TRUE,Screens,Disco Stage Light Multi-Coloured With 36 Bulbs,0,downloaded_images\60458514_MzAwLTQwMC0zNzNlYTBhNDRk.webp,2025-06-12T00:09:49.368704,2580,19,"Party lights, they can also be used as Diwali decoration LED lights. There are many different types...",Used,1,2025-06-12T00:09:49.369698,1
TRUE,TRUE,Screens,Modern Entertainment Stand With Fireplace Lights Storage,0,downloaded_images\73465929_MzAwLTEzMi0zMTVkNmNmODY3.webp,2025-06-12T00:09:49.431122,24000,2,"For sale: A sleek and modern 5-foot TV stand with a built-in electric fireplace, perfect for adding...",Brand New,5,2025-06-12T00:09:49.431122,1
TRUE,FALSE,Screens,Wooden Executive Tv Stand Zh-02-2,0,downloaded_images\74610114_MzAwLTQwMC1lOGFmZTJkOTUw.webp,2025-06-12T00:09:49.629735,2700,19,"Premium Materials: Made from high-quality wood, MDF, tempered glass, or a combination of materials...",Brand New,4,2025-06-12T00:09:49.629735,1
TRUE,TRUE,Screens,Glass Cabinet+ Tv Stand All With Led Lights,866,downloaded_images\52538915_MzAwLTIyNS1mMDc2ODI4Zjc2.webp,2025-06-12T00:09:49.707298,26000,10,"Modern glass cabinet+ Tv stand, all with led lights, cabinet with, glass shelves, bottom storage...",Brand New,3,2025-06-12T00:09:49.707298,0
TRUE,TRUE,Screens,Tv Stand Tv Stand,0,downloaded_images\63409944_MzAwLTQwMC02MWQyMzQyYmNi.webp,2025-06-12T00:09:49.904307,8500,2,"Led lighting, 
Strong, 
Pay on delivery",Brand New,3,2025-06-12T00:09:49.904307,1
TRUE,TRUE,Screens,Led Lights Tv Stand With Electric Fireplace 2 Storage Doors,0,downloaded_images\73465960_MzAwLTEzMi1mOGE0Y2QyNWZj.webp,2025-06-12T00:09:50.109136,24000,9,"For sale: A sleek and modern 5-foot TV stand with a built-in electric fireplace, perfect for adding...",Brand New,1,2025-06-12T00:09:50.109136,1
TRUE,TRUE,Screens,Sleek Tv Stand White Plain With Led Lights,383,downloaded_images\74893262_MzAwLTIyNS1iMDJiODkzY2Jj.webp,2025-06-12T00:09:50.582745,11500,22,Elevate your living space with this sleek 5-foot white TV stand featuring built-in LED lighting. It...,Brand New,5,2025-06-12T00:09:50.582745,0
TRUE,TRUE,Screens,Wooden Bedside Drawer,0,downloaded_images\56588450_MzAwLTMwMC1jOGY2YWU1ZTU3.webp,2025-06-12T00:09:51.085238,9800,23,"New Stock:
Wooden Bedside Drawer /
 LED Lighting Glass Top
Dimension: (L50cm W40cm H45cm)",Brand New,1,2025-06-12T00:09:51.085238,1
TRUE,FALSE,Screens,Tv Stand for Sale 5 Feet Long White Plain,383,downloaded_images\74893400_MzAwLTIyNS03MjU4NDA2MmNi.webp,2025-06-12T00:09:51.290566,11500,10,Elevate your living space with this sleek 5-foot white TV stand featuring built-in LED lighting. It...,Brand New,1,2025-06-12T00:09:51.290566,0
TRUE,TRUE,Screens,Monochrome Coffee Table 2 Stools Glasstop Black+ Tv Stand,990,downloaded_images\73466945_MzAwLTIyMS0wOGM5NWJiNTIz.webp,2025-06-12T00:09:51.361174,29700,3,"Upgrade your living room with this stylish furniture set, featuring a black and white glass-top...",Brand New,1,2025-06-12T00:09:51.361174,0
TRUE,TRUE,Screens,"Istanbul 1 TV Stand: LED, Black White",233,downloaded_images\73600296_MzAwLTI2MC1kM2Q5M2Y1ZDE2LTI.webp,2025-06-12T00:09:51.967347,7000,17,The Istanbul 1 Modern TV Stand is a contemporary entertainment center designed to elevate your...,Brand New,4,2025-06-12T00:09:51.967347,0
TRUE,TRUE,Screens,Wooden Executive Tv Stand,91,downloaded_images\74610169_MzAwLTMxNS00NjY1YmVmNjdh.webp,2025-06-12T00:09:52.160054,2750,8,"Premium Materials: Made from high-quality wood, MDF, tempered glass, or a combination of materials...",Brand New,5,2025-06-12T00:09:52.160054,0
TRUE,TRUE,Screens,Fireplace Media Stand 5 Feet,0,downloaded_images\73466118_MzAwLTEzMy1jYjVmNTFlMjBl.webp,2025-06-12T00:09:52.217688,24000,3,"For sale: A sleek and modern 5-foot TV stand with a built-in electric fireplace, perfect for adding...",Brand New,5,2025-06-12T00:09:52.217688,1
TRUE,TRUE,Screens,Executive Tv Stand Rb-58000b,110,downloaded_images\74609807_MzAwLTI2NS0zODlmZTI1Mjcy.webp,2025-06-12T00:09:52.424999,3300,19,"Premium Materials: Made from high-quality wood, MDF, tempered glass, or a combination of materials...",Brand New,3,2025-06-12T00:09:52.424999,0
FALSE,FALSE,Screens,Fashionable TV Stand With Filled LED Lighting,0,downloaded_images\50356272_MzAwLTMwMC0zN2QxMTRiNDI5LTI.webp,2025-06-12T00:09:52.795032,11280,8,"Classy
fashionable
with filled led lighting
can support upto 50 inch size tv",Brand New,1,2025-06-12T00:09:52.795032,1
TRUE,TRUE,Screens,Tv Stand With Led Lights Marble Top With Gold Belt,400,downloaded_images\74300591_MzAwLTEzMi1iZjczZTY2OGFi.webp,2025-06-12T00:09:52.872234,12000,6,"TV Stand with LED Lights – 5ft
Upgrade your living space with this stylish TV stand featuring a...",Brand New,4,2025-06-12T00:09:52.872234,0
TRUE,TRUE,Screens,Classic Tv Stand With an Led Light,766,downloaded_images\74286634_MzAwLTMwMC05ZGYyZWJiOTgy.webp,2025-06-12T00:09:53.053250,23000,3,Brand new tv stand with led lighting,Brand New,1,2025-06-12T00:09:53.053250,0
TRUE,FALSE,Screens,Television Stand With Fireplace 5ft White,0,downloaded_images\74464896_MzAwLTIyNS05MGViZDgyYjgw.webp,2025-06-12T00:09:53.138487,24000,2,"5ft TV Stand with Fireplace, LED Lights & Gold Accents
Upgrade your living space with this elegant...",Brand New,3,2025-06-12T00:09:53.138487,1
FALSE,FALSE,Screens,Modern Tv Unit,2833,downloaded_images\74698323_MzAwLTQzNi01YTU4OTg2MTNl.webp,2025-06-12T00:09:53.231024,85000,12,"Function: Provides a platform for the TV and storage for media devices, gaming consoles, and...",Brand New,2,2025-06-12T00:09:53.231533,0
TRUE,TRUE,Screens,Sleek Led - Lit Tv Stand With Fireplace Dual Storage Doors,0,downloaded_images\73465792_MzAwLTEzMy1mMDQwOGE5ZWVk.webp,2025-06-12T00:09:53.423902,24000,11,"For sale: A sleek and modern 5-foot TV stand with a built-in electric fireplace, perfect for adding...",Brand New,3,2025-06-12T00:09:53.423902,1
TRUE,TRUE,Screens,Tv Stand and Kitchen Cabinet All White With Led Lights,0,downloaded_images\74057173_MzAwLTM1Ni03MTJiNjRhNzJi.webp,2025-06-12T00:09:53.539652,25000,21,"Modern Kitchen Cabinet & TV Stand Set – LED Lights & Ample Storage
Upgrade your space with this...",Brand New,3,2025-06-12T00:09:53.539652,1
TRUE,FALSE,Screens,"Open Shelf for Books:Style, Functionality and Beauty",0,downloaded_images\70213755_MzAwLTM3NS0zOTFlYWY4NmMx.webp,2025-06-12T00:09:54.138889,120000,23,"Open shelving adds lightness and Airiness to the Interior
We have added an outdoor shelf for...",Brand New,2,2025-06-12T00:09:54.138889,1
TRUE,FALSE,Screens,Visionary Dream Kitchen,0,downloaded_images\66892290_MzAwLTM3NS0xODcyNGQwNmMx.webp,2025-06-12T00:09:54.316402,900000,16,"go ahead, close your eyes and dive into the vision of your dream kitchen: walnut tones that hug...",Brand New,4,2025-06-12T00:09:54.316402,1
TRUE,FALSE,Screens,Tv Stand for Sale 5 Feet Long White Plain,383,downloaded_images\74893400_MzAwLTIyNS03MjU4NDA2MmNi.webp,2025-06-12T00:09:54.393733,11500,12,Elevate your living space with this sleek 5-foot white TV stand featuring built-in LED lighting. It...,Brand New,4,2025-06-12T00:09:54.393733,0
TRUE,FALSE,Screens,Gaming Chair; Futuristic Adjustable Game Seat,0,downloaded_images\74727202_MzAwLTMwMC0zNDc3MzNkNDU5.webp,2025-06-12T00:09:54.456844,28500,18,"Take your gaming experience to the next level with the Futuristic Adjustable Game Seat, a sleek,...",Brand New,5,2025-06-12T00:09:54.456844,1
TRUE,FALSE,Screens,Dressers : Queen's Vanity Dressing Table With Led,0,downloaded_images\72354384_MzAwLTMwMC04YmM1YTZjZjM2.webp,2025-06-12T00:09:54.953852,28500,3,"Enhance your beauty routine with the Queen's Vanity Dressing Table with LED lighting, a luxurious...",Brand New,5,2025-06-12T00:09:54.953852,1
TRUE,TRUE,Screens,Glass Utensils Cupboard With Led Lights.,516,downloaded_images\52537745_MzAwLTQwMC00YWJjNWY3ZDIw.webp,2025-06-12T00:09:55.177199,15500,6,"Glass utensils cupboard, with led lights, brand new, Best quality, with glass shelves, with bottom...",Brand New,3,2025-06-12T00:09:55.177199,0
TRUE,FALSE,Screens,Monochrome Coffee Table 2 Stools Glasstop Black+ Tv Stand,0,downloaded_images\73466945_MzAwLTIyMS0wOGM5NWJiNTIz.webp,2025-06-12T00:09:55.253027,29700,1,"Upgrade your living room with this stylish furniture set, featuring a black and white glass-top...",Brand New,3,2025-06-12T00:09:55.253027,1
TRUE,TRUE,Screens,Glass Utensils Cupboard With Led Lights,516,downloaded_images\52538033_MzAwLTQwMC0xYWYyN2E0NzQ2.webp,2025-06-12T00:09:55.450923,15500,22,"Glass utensils cupboard, with led lights, brand new, Best quality, with glass shelves, with bottom...",Brand New,1,2025-06-12T00:09:55.450923,0
TRUE,TRUE,Screens,Makeup Vanity Set With Mirror and Lights,0,downloaded_images\69842656_MzAwLTMwMC1kYjY3NDg5NGVm.webp,2025-06-12T00:09:55.904473,26500,14,"Crafted with precision, our (vanity desk) integrates a reliable structure with eco-friendly Medium...",Brand New,3,2025-06-12T00:09:55.904473,1
TRUE,FALSE,Screens,Dressing Table; Makeup Dressing Vanity Table,883,downloaded_images\70162179_MzAwLTMwMC05ODU1YTY4NmIw.webp,2025-06-12T00:09:56.339071,26500,6,"This elegant makeup dressing vanity table features a sleek, modern design with a polished surface...",Brand New,2,2025-06-12T00:09:56.339071,0
TRUE,TRUE,Screens,Glass Utensils Cupboard With Led Lights,516,downloaded_images\52538086_MzAwLTQwMC1hOWE0MmMwYmE1.webp,2025-06-12T00:09:56.536325,15500,16,"Glass utensils cupboard, with led lights, brand new, Best quality, with glass shelves, with bottom...",Brand New,4,2025-06-12T00:09:56.536325,0
TRUE,FALSE,Screens,Home Mirror : Generic Full Length Executive Dressing Mirror,216,downloaded_images\73882192_MzAwLTQwMC0wMGU2MDIzMTk0.webp,2025-06-12T00:09:56.611662,6500,8,"Transform your space with the Generic Full Length Executive Dressing Mirror, a stylish and...",Brand New,1,2025-06-12T00:09:56.612664,0
TRUE,TRUE,Screens,Bookcases: Modern Bookshelf Rack,350,downloaded_images\72785704_MzAwLTMwMC1mMzMyZWE1OGMw.webp,2025-06-12T00:09:57.107017,10500,4,"A modern bookshelf rack is a contemporary storage piece designed to organize and display books,...",Brand New,5,2025-06-12T00:09:57.107017,0
TRUE,FALSE,Screens,Dressing Table With LED Lighting,0,downloaded_images\62179140_MzAwLTMwMC1jNTM1NjlhNmE3.webp,2025-06-12T00:09:57.696242,22000,3,"New Stock:
Dressing Table with LED Lighting 
Dimensions: H155cm L100cm D40cm
 @ 22,000",Brand New,2,2025-06-12T00:09:57.696242,1
TRUE,FALSE,Screens,Modern Entertainment Stand With Fireplace Lights Storage,800,downloaded_images\73465929_MzAwLTEzMi0zMTVkNmNmODY3.webp,2025-06-12T00:09:57.771262,24000,11,"For sale: A sleek and modern 5-foot TV stand with a built-in electric fireplace, perfect for adding...",Brand New,3,2025-06-12T00:09:57.771262,0
FALSE,TRUE,Screens,Cabinets: Half Glass Modern Office Cabinets,0,downloaded_images\75244798_MzAwLTMwMC1jNDI4YWM0MTA2.webp,2025-06-12T00:09:57.976056,23500,8,"A glass modern cabinet combines sleek design with functionality, making it a stylish addition to...",Brand New,2,2025-06-12T00:09:57.976056,1
TRUE,FALSE,Screens,Tv Stand With Led Lights Marble Top With Gold Belt,400,downloaded_images\74300591_MzAwLTEzMi1iZjczZTY2OGFi.webp,2025-06-12T00:09:58.053834,12000,13,"TV Stand with LED Lights – 5ft
Upgrade your living space with this stylish TV stand featuring a...",Brand New,3,2025-06-12T00:09:58.053834,0
TRUE,FALSE,Screens,Make Up Station,733,downloaded_images\54160203_MzAwLTMwMC1jOGZkYzQ2NWQ2.webp,2025-06-12T00:09:58.458269,22000,7,"Make Up station / Dressing Table 
Has Makeup lighting. 
You can visit our showroom along Mombasa...",Brand New,2,2025-06-12T00:09:58.458269,0
TRUE,FALSE,Screens,Wooden Executive Tv Stand Zh-02-2,0,downloaded_images\74610114_MzAwLTQwMC1lOGFmZTJkOTUw.webp,2025-06-12T00:09:58.531716,2700,7,"Premium Materials: Made from high-quality wood, MDF, tempered glass, or a combination of materials...",Brand New,1,2025-06-12T00:09:58.531716,1
TRUE,FALSE,Screens,"Wooden Bedside Drawer 
 LED Lighting Glass Top",583,downloaded_images\61695169_MzAwLTMwMC1lZjNjOTFjYjlmLTE.webp,2025-06-12T00:09:58.612957,17500,8,"Wooden Bedside Drawer 
 LED Lighting Glass Top
 3 Drawers 
Dimension: (L50cm W40cm H56cm)",Brand New,2,2025-06-12T00:09:58.612957,0
FALSE,TRUE,Lighting,Yololiv Yolobox Ultra Portable Multicamera Encoder/Streamer,0,downloaded_images\65618357_MzAwLTIyNS1iZGUxMWMwNWE2.webp,2025-06-12T00:09:59.043500,198000,6,"Encoder, Monitor, Switcher & Recorder
Capable of live streaming in both horizontal and vertical...",Used,1,2025-06-12T00:09:59.043500,1
